0.000000,0.000000,0.000000,Plane,8.000000,8.000000,8.000000,true
3.500000,0.500000,1.500000,Wall,1.000000,1.000000,1.000000,true
3.500000,0.500000,0.500000,Wall,1.000000,1.000000,1.000000,true
3.500000,0.500000,-0.500000,Wall,1.000000,1.000000,1.000000,true
3.500000,0.500000,-1.500000,Wall,1.000000,1.000000,1.000000,true
3.500000,0.500000,-2.500000,Wall,1.000000,1.000000,1.000000,true
0.000000,0.000000,0.000000,Plane,8.000000,8.000000,8.000000,true
3.500000,0.500000,1.500000,Wall,1.000000,1.000000,1.000000,true
3.500000,0.500000,0.500000,Wall,1.000000,1.000000,1.000000,true
3.500000,0.500000,-0.500000,Wall,1.000000,1.000000,1.000000,true
3.500000,0.500000,-1.500000,Wall,1.000000,1.000000,1.000000,true
3.500000,0.500000,-2.500000,Wall,1.000000,1.000000,1.000000,true
0.000000,0.000000,0.000000,Plane,8.000000,8.000000,8.000000,true
3.500000,0.500000,1.500000,Wall,1.000000,1.000000,1.000000,true
3.500000,0.500000,0.500000,Wall,1.000000,1.000000,1.000000,true
3.500000,0.500000,-0.500000,Wall,1.000000,1.000000,1.000000,true
3.500000,0.500000,-1.500000,Wall,1.000000,1.000000,1.000000,true
3.500000,0.500000,-2.500000,Wall,1.000000,1.000000,1.000000,true
0.000000,0.000000,0.000000,Plane,8.000000,8.000000,8.000000,true
3.500000,0.500000,1.500000,Wall,1.000000,1.000000,1.000000,true
3.500000,0.500000,0.500000,Wall,1.000000,1.000000,1.000000,true
3.500000,0.500000,-0.500000,Wall,1.000000,1.000000,1.000000,true
3.500000,0.500000,-1.500000,Wall,1.000000,1.000000,1.000000,true
3.500000,0.500000,-2.500000,Wall,1.000000,1.000000,1.000000,true
0.000000,0.000000,0.000000,Plane,8.000000,8.000000,8.000000,true
3.500000,0.500000,1.500000,Wall,1.000000,1.000000,1.000000,true
3.500000,0.500000,0.500000,Wall,1.000000,1.000000,1.000000,true
3.500000,0.500000,-0.500000,Wall,1.000000,1.000000,1.000000,true
3.500000,0.500000,-1.500000,Wall,1.000000,1.000000,1.000000,true
